# xMin xMax yMin yMax zMin zMax
290.11207745870814 309.88792254129186 567.857130904596 592.142869095404 0 54.547287825747226
214.2037120612696 238.3864847738819 349.4180181059268 373.46836129249044 0 48.888679685783316
148.4930894816173 167.08481989963434 35.82214536083683 58.11021978791942 0 52.532846211125964
87.89057936837587 110.73668766165868 119.19805831154308 135.81263594150533 0 44.185095544913025
46.53074675808451 63.45660900782534 469.1102873754307 485.54846635289726 0 59.94500512908267
19.48945776347573 36.42091306750312 541.709891916391 558.932021572093 0 47.4820211470136
7.99353887222461 32.21708073549734 221.69477668722033 243.36815574050684 0 33.756525374606056
22.27202758259072 41.72345276449839 10.721699647640492 29.415216576031902 0 50.408129937423624
54.30581890412234 71.28147460054164 234.6987605400341 254.5256380175757 0 31.698488506723137
101.91208313853083 118.72961192254625 545.1213227838863 566.1245731819505 0 48.10285680125785
163.14178757577753 179.3122576380514 458.1648918622549 476.98627078564095 0 33.98750951616615
229.15096904437124 253.2813695206058 105.78890642661763 130.0563152110097 0 54.80495429015808
304.4300436002793 326.2731955958585 41.59255876202649 63.43605625584532 0 49.11993657633096
377.66057094778876 399.14792314182716 362.4755401099301 384.446233230036 0 33.219714478528296
443.7162429424317 466.72636059674414 569.1627107507356 590.2896913047616 0 25.43422729158702
500.4750680863702 521.7046490557942 338.9446880504936 359.66596766078203 0 40.417478260117946
543.6333368253439 560.5051471098467 33.077640470612906 50.74819479697027 0 44.61686324783736
563.1956188767297 587.3423427494747 128.89794280236967 145.95292204718018 0 29.515926521203863
568.6554513630077 589.4499226330157 475.42516119598235 498.0475750251293 0 43.97714406167844
554.7459405090386 571.5610148882953 536.5933557717431 552.4654663723948 0 47.07738271911593
519.7790540933954 537.6065456953772 210.60338439607744 230.5619792619093 0 31.69869032010806
465.83786561922494 490.36479311916895 9.114348863758273 32.11749548091019 0 33.443686653962295
405.33983274326147 424.55521439369056 248.16159665369764 265.4409126468337 0 36.19457704000333
333.0602635999328 354.3115789888692 549.5562359041095 571.2937953899144 0 54.49227177564361
259.44818564939294 279.237700074199 445.9218449658209 469.0662691453439 0 34.66020176235864
187.4295436083285 206.8951618442837 100.42422555595384 116.96770349522409 0 53.17076040446483
120.07987217016375 144.39091141967288 49.15905130384691 67.93383255815446 0 25.49043103709329
70.46247652372747 87.82085937401891 377.59595138801785 393.0738799610556 0 36.81443041747855
33.02792826992544 50.2243406932207 571.0594234103185 586.7512557527734 0 36.84983645245662
13.869871003414275 30.800010398536912 324.77502095019156 349.36705752975104 0 38.20694465369493
11.596202694655066 33.66137012944586 25.69187154556408 49.03691923946349 0 57.94559307087448
31.236221268105496 53.73766928559006 135.75133184680618 159.57560002090662 0 25.258597662804085
70.45232962905902 90.56512385465945 483.9905528820891 507.5657626079403 0 26.868629118504476
122.20641215872325 145.8181346732132 530.687815570866 545.8314594941146 0 54.69283470705085
191.44046012059883 207.00699037784173 198.60466515565685 218.97376373393496 0 48.17534578571879
263.9635686221168 279.12324710125745 11.10395590800324 32.315603320127224 0 55.88722650020121
337.4593651689813 354.2811738136436 259.11400644987157 279.03558176614285 0 29.758600069994216
406.82684606943707 427.0965188852619 555.1152772555748 574.3202593433119 0 48.11519202325492
470.9767380797494 488.6297234528101 439.54039513032626 454.66864600185716 0 38.803701790584306
518.5809387033185 541.3438624284777 89.56023221810122 110.12667350806208 0 45.72880420725036
554.4250133807224 573.3774399404437 54.59640183759983 75.5051756691844 0 54.08347180628601
570.4844478589665 587.9672360482292 387.55540623596806 406.52870294780047 0 25.234776723113132
562.5090746969631 587.201581939823 566.1718854961955 588.9061565554503 0 35.34561990522817
539.9594376401943 562.2364801673469 315.2490047385741 334.2794963322613 0 45.892052679527104
497.6399491838304 521.6189591362893 25.25945623207111 41.399566622088805 0 45.817312634485084
