FlowId,Src,Dest,Tx,Rx,LossRate
1,0,1,1110,1016,8.46847%
2,0,7,1110,0,100%
3,1,2,1109,0,100%
4,1,8,1109,0,100%
5,2,3,1108,0,100%
6,2,9,1108,0,100%
7,3,4,1107,0,100%
8,3,10,1107,0,100%
9,4,5,1105,0,100%
10,4,11,1105,0,100%
11,5,6,1104,0,100%
12,5,12,1104,0,100%
13,6,7,1103,0,100%
14,6,13,1103,0,100%
15,7,8,1102,0,100%
16,7,14,1102,0,100%
17,8,9,1101,0,100%
18,8,0,1101,0,100%
19,9,10,1099,0,100%
20,9,1,1099,0,100%
21,10,11,1098,0,100%
22,10,2,1098,0,100%
23,11,12,1097,0,100%
24,11,3,1097,0,100%
25,12,13,1096,0,100%
26,12,4,1096,0,100%
27,13,14,1094,0,100%
28,13,5,1094,0,100%
29,14,0,1093,0,100%
30,14,6,1093,0,100%
